X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,Y
0.1917309813,0.3796030871,0.2217199559,0.4995589857,0.1705622933,0.3531422271,0.1335170893,0.1829106946,0.1582138920,0.1758544653,0.6045203969,0.3628445424,0.3796030871
0.3796030871,0.2217199559,0.4995589857,0.1705622933,0.3531422271,0.1335170893,0.1829106946,0.1582138920,0.1758544653,0.6045203969,0.3628445424,0.3796030871,0.1088202867
0.2217199559,0.4995589857,0.1705622933,0.3531422271,0.1335170893,0.1829106946,0.1582138920,0.1758544653,0.6045203969,0.3628445424,0.3796030871,0.1088202867,0.2446527012
0.4995589857,0.1705622933,0.3531422271,0.1335170893,0.1829106946,0.1582138920,0.1758544653,0.6045203969,0.3628445424,0.3796030871,0.1088202867,0.2446527012,0.1705622933
0.1705622933,0.3531422271,0.1335170893,0.1829106946,0.1582138920,0.1758544653,0.6045203969,0.3628445424,0.3796030871,0.1088202867,0.2446527012,0.1705622933,0.3628445424
0.3531422271,0.1335170893,0.1829106946,0.1582138920,0.1758544653,0.6045203969,0.3628445424,0.3796030871,0.1088202867,0.2446527012,0.1705622933,0.3628445424,0.9000000000
0.1335170893,0.1829106946,0.1582138920,0.1758544653,0.6045203969,0.3628445424,0.3796030871,0.1088202867,0.2446527012,0.1705622933,0.3628445424,0.9000000000,0.3663726571
0.1829106946,0.1582138920,0.1758544653,0.6045203969,0.3628445424,0.3796030871,0.1088202867,0.2446527012,0.1705622933,0.3628445424,0.9000000000,0.3663726571,0.2966923925
0.1582138920,0.1758544653,0.6045203969,0.3628445424,0.3796030871,0.1088202867,0.2446527012,0.1705622933,0.3628445424,0.9000000000,0.3663726571,0.2966923925,0.2278941566
0.1758544653,0.6045203969,0.3628445424,0.3796030871,0.1088202867,0.2446527012,0.1705622933,0.3628445424,0.9000000000,0.3663726571,0.2966923925,0.2278941566,0.1943770673
0.6045203969,0.3628445424,0.3796030871,0.1088202867,0.2446527012,0.1705622933,0.3628445424,0.9000000000,0.3663726571,0.2966923925,0.2278941566,0.1943770673,0.2023153252
0.3628445424,0.3796030871,0.1088202867,0.2446527012,0.1705622933,0.3628445424,0.9000000000,0.3663726571,0.2966923925,0.2278941566,0.1943770673,0.2023153252,0.4051819184
0.3796030871,0.1088202867,0.2446527012,0.1705622933,0.3628445424,0.9000000000,0.3663726571,0.2966923925,0.2278941566,0.1943770673,0.2023153252,0.4051819184,0.1855567806
0.1088202867,0.2446527012,0.1705622933,0.3628445424,0.9000000000,0.3663726571,0.2966923925,0.2278941566,0.1943770673,0.2023153252,0.4051819184,0.1855567806,0.5039691290
0.2446527012,0.1705622933,0.3628445424,0.9000000000,0.3663726571,0.2966923925,0.2278941566,0.1943770673,0.2023153252,0.4051819184,0.1855567806,0.5039691290,0.2878721058
0.1705622933,0.3628445424,0.9000000000,0.3663726571,0.2966923925,0.2278941566,0.1943770673,0.2023153252,0.4051819184,0.1855567806,0.5039691290,0.2878721058,0.3646085998
0.3628445424,0.9000000000,0.3663726571,0.2966923925,0.2278941566,0.1943770673,0.2023153252,0.4051819184,0.1855567806,0.5039691290,0.2878721058,0.3646085998,0.4439911797
0.9000000000,0.3663726571,0.2966923925,0.2278941566,0.1943770673,0.2023153252,0.4051819184,0.1855567806,0.5039691290,0.2878721058,0.3646085998,0.4439911797,0.5101433297
0.3663726571,0.2966923925,0.2278941566,0.1943770673,0.2023153252,0.4051819184,0.1855567806,0.5039691290,0.2878721058,0.3646085998,0.4439911797,0.5101433297,0.4157662624
0.2966923925,0.2278941566,0.1943770673,0.2023153252,0.4051819184,0.1855567806,0.5039691290,0.2878721058,0.3646085998,0.4439911797,0.5101433297,0.4157662624,0.7509371555
0.2278941566,0.1943770673,0.2023153252,0.4051819184,0.1855567806,0.5039691290,0.2878721058,0.3646085998,0.4439911797,0.5101433297,0.4157662624,0.7509371555,0.4078280044
0.1943770673,0.2023153252,0.4051819184,0.1855567806,0.5039691290,0.2878721058,0.3646085998,0.4439911797,0.5101433297,0.4157662624,0.7509371555,0.4078280044,0.1917309813
0.2023153252,0.4051819184,0.1855567806,0.5039691290,0.2878721058,0.3646085998,0.4439911797,0.5101433297,0.4157662624,0.7509371555,0.4078280044,0.1917309813,0.3099228225
0.4051819184,0.1855567806,0.5039691290,0.2878721058,0.3646085998,0.4439911797,0.5101433297,0.4157662624,0.7509371555,0.4078280044,0.1917309813,0.3099228225,0.4095920617
0.1855567806,0.5039691290,0.2878721058,0.3646085998,0.4439911797,0.5101433297,0.4157662624,0.7509371555,0.4078280044,0.1917309813,0.3099228225,0.4095920617,0.3196251378
0.5039691290,0.2878721058,0.3646085998,0.4439911797,0.5101433297,0.4157662624,0.7509371555,0.4078280044,0.1917309813,0.3099228225,0.4095920617,0.3196251378,0.2693495039
0.2878721058,0.3646085998,0.4439911797,0.5101433297,0.4157662624,0.7509371555,0.4078280044,0.1917309813,0.3099228225,0.4095920617,0.3196251378,0.2693495039,0.4642778390
0.3646085998,0.4439911797,0.5101433297,0.4157662624,0.7509371555,0.4078280044,0.1917309813,0.3099228225,0.4095920617,0.3196251378,0.2693495039,0.4642778390,0.5701212789
0.4439911797,0.5101433297,0.4157662624,0.7509371555,0.4078280044,0.1917309813,0.3099228225,0.4095920617,0.3196251378,0.2693495039,0.4642778390,0.5701212789,0.5013230430
0.5101433297,0.4157662624,0.7509371555,0.4078280044,0.1917309813,0.3099228225,0.4095920617,0.3196251378,0.2693495039,0.4642778390,0.5701212789,0.5013230430,0.6724366042
